timestamp,type,amount,pool_value,net_pool,trade_num,description
2024-12-14T00:00:00.000Z,pool_status,0,600,600,0,Live trading initialized with 
2025-09-16T00:59:06.279Z,pool_status,0,600,600,,Pool initialized with $600 and $15.129999999999999 positions
2025-09-16T00:59:09.864Z,trade_execution,-15.129999999999999,616.8233059795559,601.6933059795559,1,Trade #1 executed: 9Bzmsrf8...
2025-09-16T00:59:10.056Z,trade_execution,-15.129999999999999,633.7894951554356,618.6594951554356,2,Trade #2 executed: 8cY12F12...
2025-09-16T00:59:11.145Z,trade_execution,-15.129999999999999,634.4700259476762,619.3400259476762,3,Trade #3 executed: HarA2WfY...
2025-09-16T00:59:11.492Z,trade_execution,-15.129999999999999,613.7933614405491,598.6633614405491,4,Trade #4 executed: 5ku1Zxy8...
2025-09-16T00:59:12.104Z,trade_execution,-15.129999999999999,614.645843194984,599.515843194984,5,Trade #5 executed: 9nRHyUtq...
2025-09-16T00:59:12.310Z,trade_execution,-15.129999999999999,611.7236954488891,596.5936954488891,6,Trade #6 executed: jG9N1v7S...
2025-09-16T00:59:12.345Z,trade_execution,-15.129999999999999,593.4727702667809,578.3427702667809,7,Trade #7 executed: CRHwAsY3...
2025-09-16T00:59:13.239Z,trade_execution,-15.129999999999999,575.58013502811,560.45013502811,8,Trade #8 executed: 9wQKdb4t...
2025-09-16T00:59:13.286Z,trade_execution,-15.129999999999999,572.01105593236,556.88105593236,9,Trade #9 executed: 39fDZ1rT...
2025-09-16T00:59:13.431Z,trade_execution,-15.129999999999999,601.1969483696384,586.0669483696385,10,Trade #10 executed: J7gr7GeR...
2025-09-16T00:59:15.471Z,trade_execution,-15.129999999999999,595.780545362996,580.650545362996,11,Trade #11 executed: HoNJqXRK...
2025-09-16T00:59:39.872Z,profit_return,32.74062300420388,598.0751055508592,630.8157285550631,11,9Bzmsrf8... | P&L: +$17.61 | Hold: 0.5m
2025-09-16T00:59:40.059Z,profit_return,99.41948237924953,630.8157285550631,730.2352109343126,11,8cY12F12... | P&L: +$84.29 | Hold: 0.5m
2025-09-16T01:00:00.372Z,trade_execution,-15.129999999999999,730.2352109343126,715.1052109343126,12,Trade #12 executed: ApkG4rFa...
2025-09-16T01:00:00.394Z,trade_execution,-15.129999999999999,735.579496086945,720.449496086945,13,Trade #13 executed: K7bmk8eC...
2025-09-16T01:00:00.504Z,trade_execution,-15.129999999999999,752.3729034364732,737.2429034364732,14,Trade #14 executed: CY1dQgc7...
2025-09-16T01:00:01.462Z,trade_execution,-15.129999999999999,749.8438514708873,734.7138514708873,15,Trade #15 executed: 5ied57zD...
2025-09-16T01:00:01.567Z,trade_execution,-15.129999999999999,741.421709736785,726.291709736785,16,Trade #16 executed: FMHzp4rm...
2025-09-16T01:00:01.611Z,trade_execution,-15.129999999999999,731.1075330998614,715.9775330998614,17,Trade #17 executed: 66E7aS3R...
2025-09-16T01:00:03.606Z,trade_execution,-15.129999999999999,757.2375026434643,742.1075026434643,18,Trade #18 executed: CB8pDkVK...
2025-09-16T01:00:05.830Z,trade_execution,-15.129999999999999,808.1611837391051,793.0311837391051,19,Trade #19 executed: 5KPUgd58...
2025-09-16T01:00:10.063Z,profit_return,62.264369563218665,799.0225605451936,861.2869301084123,19,8cY12F12... | P&L: +$47.13 | Hold: 1.0m
2025-09-16T01:00:12.348Z,profit_return,92.76146809924275,861.2869301084123,954.048398207655,19,CRHwAsY3... | P&L: +$77.63 | Hold: 1.0m
2025-09-16T01:00:15.475Z,profit_return,54.64423544239227,954.048398207655,1008.6926336500474,19,HoNJqXRK... | P&L: +$39.51 | Hold: 1.0m
2025-09-16T01:00:30.397Z,profit_return,96.85828511463575,1008.6926336500474,1105.550918764683,19,K7bmk8eC... | P&L: +$81.73 | Hold: 0.5m
2025-09-16T01:00:31.617Z,profit_return,88.02398139695894,1105.550918764683,1193.574900161642,19,66E7aS3R... | P&L: +$72.89 | Hold: 0.5m
2025-09-16T01:01:00.373Z,profit_return,31.68792171816704,1204.8866578851353,1236.5745796033023,19,ApkG4rFa... | P&L: +$16.56 | Hold: 1.0m
2025-09-16T01:01:00.395Z,profit_return,158.1560156508456,1236.5745796033023,1394.7305952541478,19,K7bmk8eC... | P&L: +$143.03 | Hold: 1.0m
2025-09-16T01:01:01.506Z,trade_execution,-15.129999999999999,1411.7087656972656,1396.5787656972655,20,Trade #20 executed: 9h5y3WCq...
2025-09-16T01:01:01.732Z,trade_execution,-15.129999999999999,1400.2180069819833,1385.0880069819832,21,Trade #21 executed: GdEQXpD8...
2025-09-16T01:01:03.612Z,profit_return,65.6753180271741,1421.033142477149,1486.7084605043233,21,CB8pDkVK... | P&L: +$50.55 | Hold: 1.0m
2025-09-16T01:01:03.756Z,trade_execution,-15.129999999999999,1486.7084605043233,1471.5784605043232,22,Trade #22 executed: BzhsQZSx...
2025-09-16T01:01:11.152Z,profit_return,57.193444351146724,1485.888298874722,1543.0817432258689,22,HarA2WfY... | P&L: +$42.06 | Hold: 2.0m
2025-09-16T01:01:12.113Z,loss_return,12.343788631115403,1543.0817432258689,1555.4255318569842,22,9nRHyUtq... | P&L: $-2.79 | Hold: 2.0m
2025-09-16T01:01:12.348Z,profit_return,31.170123084625498,1555.4255318569842,1586.5956549416096,22,CRHwAsY3... | P&L: +$16.04 | Hold: 2.0m
2025-09-16T01:01:13.246Z,profit_return,60.581871126774644,1586.5956549416096,1647.1775260683842,22,9wQKdb4t... | P&L: +$45.45 | Hold: 2.0m
2025-09-16T01:01:13.293Z,profit_return,87.20383879020054,1647.1775260683842,1734.3813648585847,22,39fDZ1rT... | P&L: +$72.07 | Hold: 2.0m
